breed,breed_info_link,breed_img_link
Shetland Sheepdog,https://dogtime.com/dog-breeds/shetland-sheepdog,https://www.dogtime.com/assets/uploads/2011/01/file_23198_shetland-sheepdog-300x189.jpg
Shiba Inu,https://dogtime.com/dog-breeds/shiba-inu,https://www.dogtime.com/assets/uploads/2011/01/file_23160_shiba-inu-300x189.jpg
Shichon,https://dogtime.com/dog-breeds/shichon,https://www.dogtime.com/assets/uploads/2020/01/shichon-mixed-dog-breed-pictures-cover-650x368.jpg
Shih-Poo,https://dogtime.com/dog-breeds/shih-poo,https://www.dogtime.com/assets/uploads/2019/07/shih-poo-mixed-dog-breed-pictures-cover-650x368.jpg
Shih Tzu,https://dogtime.com/dog-breeds/shih-tzu,https://www.dogtime.com/assets/uploads/2011/01/file_23126_shih-tzu-300x189.jpg
Shiloh Shepherd,https://dogtime.com/dog-breeds/shiloh-shepherd,https://www.dogtime.com/assets/uploads/2020/03/shiloh-shepherd-dog-breed-pictures-cover-650x368.jpg
Shiranian,https://dogtime.com/dog-breeds/shiranian,https://www.dogtime.com/assets/uploads/2019/09/shiranian-mixed-dog-breed-pictures-cover-650x368.jpg
Shollie,https://dogtime.com/dog-breeds/shollie,https://www.dogtime.com/assets/uploads/2019/11/shollie-mixed-dog-breed-pictures-cover-650x368.jpg
Shorkie,https://dogtime.com/dog-breeds/shorkie,https://www.dogtime.com/assets/uploads/2019/08/shorkie-mixed-dog-breed-pictures-cover-650x368.jpg
Siberian Husky,https://dogtime.com/dog-breeds/siberian-husky,https://www.dogtime.com/assets/uploads/2011/01/file_22948_siberian-husky-300x189.jpg
Silken Windhound,https://dogtime.com/dog-breeds/silken-windhound,https://www.dogtime.com/assets/uploads/2018/07/silken-windhound-dog-breed-pictures-cover-650x368.jpg
Silky Terrier,https://dogtime.com/dog-breeds/silky-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23128_silky-terrier-300x189.jpg
Skye Terrier,https://dogtime.com/dog-breeds/skye-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23086_skye-terrier-300x189.jpg
Sloughi,https://dogtime.com/dog-breeds/sloughi,https://www.dogtime.com/assets/uploads/2011/01/file_23260_sloughi-dog-breed-picture-300x189.jpg
Small Munsterlander Pointer,https://dogtime.com/dog-breeds/small-munsterlander-pointer,https://www.dogtime.com/assets/uploads/2011/01/file_23256_small-munsterlander-pointer-300x189.jpg
Soft Coated Wheaten Terrier,https://dogtime.com/dog-breeds/soft-coated-wheaten-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23088_soft-coated-wheaten-terrier-300x189.jpg
Spanish Mastiff,https://dogtime.com/dog-breeds/spanish-mastiff,https://www.dogtime.com/assets/uploads/2020/01/spanish-mastiff-dog-breed-pictures-cover-650x368.jpg
Spinone Italiano,https://dogtime.com/dog-breeds/spinone-italiano,https://www.dogtime.com/assets/uploads/2018/08/spinone-italiano-dog-breed-pictures-header-300x170.jpg
Springador,https://dogtime.com/dog-breeds/springador,https://www.dogtime.com/assets/uploads/2019/11/springador-mixed-dog-breed-pictures-cover-650x368.jpg
Stabyhoun,https://dogtime.com/dog-breeds/stabyhoun,https://www.dogtime.com/assets/uploads/2011/01/file_23264_Stabyhoun-dog-breed-300x189.jpg
Staffordshire Bull Terrier,https://dogtime.com/dog-breeds/staffordshire-bull-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23292_staffordshire-bull-terrier-300x189.jpg
Staffy Bull Bullmastiff,https://dogtime.com/dog-breeds/staffy-bull-bullmastiff,https://www.dogtime.com/assets/uploads/2020/07/staffy-bullmastiff-mixed-dog-breed-pictures-cover-650x368.jpg
Standard Schnauzer,https://dogtime.com/dog-breeds/standard-schnauzer,https://www.dogtime.com/assets/uploads/2011/01/file_22950_standard-schnauzer-300x189.jpg
Sussex Spaniel,https://dogtime.com/dog-breeds/sussex-spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_22994_sussex-spaniel-300x189.jpg
Swedish Lapphund,https://dogtime.com/dog-breeds/swedish-lapphund,https://www.dogtime.com/assets/uploads/2020/08/swedish-lapphund-dog-breed-pictures-cover-650x368.jpg
Swedish Vallhund,https://dogtime.com/dog-breeds/swedish-vallhund,https://www.dogtime.com/assets/uploads/2014/06/file_23298_Swedish-Vallhund-dog-breed-300x189.jpg
Taiwan Dog,https://dogtime.com/dog-breeds/taiwan-dog,https://www.dogtime.com/assets/uploads/2020/07/taiwan-dog-breed-pictures-cover-650x368.jpg
Terripoo,https://dogtime.com/dog-breeds/terripoo,https://www.dogtime.com/assets/uploads/2020/01/terripoo-mixed-dog-breed-pictures-cover-650x368.jpg
Texas Heeler,https://dogtime.com/dog-breeds/texas-heeler,https://www.dogtime.com/assets/uploads/2020/02/texas-heeler-mixed-dog-breed-pictures-cover-650x368.jpg
Tibetan Mastiff,https://dogtime.com/dog-breeds/tibetan-mastiff,https://www.dogtime.com/assets/uploads/2011/01/file_22952_tibetan-mastiff-300x189.jpg
Tibetan Spaniel,https://dogtime.com/dog-breeds/tibetan-spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_23162_tibetan-spaniel-300x189.jpg
Tibetan Terrier,https://dogtime.com/dog-breeds/tibetan-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23164_tibetan-terrier-300x189.jpg
Toy Fox Terrier,https://dogtime.com/dog-breeds/toy-fox-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23130_toy-fox-terrier-300x189.jpg
Transylvanian Hound,https://dogtime.com/dog-breeds/transylvanian-hound,https://www.dogtime.com/assets/uploads/2020/07/transylvanian-hound-dog-breed-pictures-cover-650x368.jpg
Treeing Tennessee Brindle,https://dogtime.com/dog-breeds/treeing-tennessee-brindle,https://www.dogtime.com/assets/uploads/2011/01/file_23280_what-is-a-treeing-tennessee-brindle-dog-300x189.jpg
Treeing Walker Coonhound,https://dogtime.com/dog-breeds/treeing-walker-coonhound,https://www.dogtime.com/assets/uploads/2011/01/file_23250_treeing-walker-coonhound-300x189.jpg
Valley Bulldog,https://dogtime.com/dog-breeds/valley-bulldog,https://www.dogtime.com/assets/uploads/2019/09/valley-bulldog-mixed-dog-breed-pictures-cover-650x368.jpg
Vizsla,https://dogtime.com/dog-breeds/vizsla,https://www.dogtime.com/assets/uploads/2011/01/file_22996_vizsla-300x189.jpg
Weimaraner,https://dogtime.com/dog-breeds/weimaraner,https://www.dogtime.com/assets/uploads/2011/01/file_22998_weimaraner-300x189.jpg
Welsh Springer Spaniel,https://dogtime.com/dog-breeds/welsh-springer-spaniel,https://www.dogtime.com/assets/uploads/2011/01/file_23000_welsh-springer-spaniel-300x189.jpg
Welsh Terrier,https://dogtime.com/dog-breeds/welsh-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23090_welsh-terrier-300x189.jpg
West Highland White Terrier,https://dogtime.com/dog-breeds/west-highland-white-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23092_west-highland-white-terrier-300x189.jpg
Westiepoo,https://dogtime.com/dog-breeds/westiepoo,https://www.dogtime.com/assets/uploads/2019/09/westiepoo-mixed-dog-breed-pictures-cover-650x368.jpg
Whippet,https://dogtime.com/dog-breeds/whippet,https://www.dogtime.com/assets/uploads/2011/01/file_23048_whippet-300x189.jpg
Whoodle,https://dogtime.com/dog-breeds/whoodle,https://www.dogtime.com/assets/uploads/2019/07/whoodle-mixed-dog-breed-pictures-cover-650x368.jpg
Wirehaired Pointing Griffon,https://dogtime.com/dog-breeds/wirehaired-pointing-griffon,https://www.dogtime.com/assets/uploads/2011/01/file_23002_wirehaired-pointing-griffon-300x189.jpg
Xoloitzcuintli,https://dogtime.com/dog-breeds/xoloitzuintli,https://www.dogtime.com/assets/uploads/2012/02/file_23296_Xoloitzcuintli-dog-breed-300x189.jpg
Yorkipoo,https://dogtime.com/dog-breeds/yorkipoo,https://www.dogtime.com/assets/uploads/2011/01/file_23208_yorkipoo-300x189.jpg
Yorkshire Terrier,https://dogtime.com/dog-breeds/yorkshire-terrier,https://www.dogtime.com/assets/uploads/2011/01/file_23132_yorkshire-terrier-300x189.jpg
